id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
1067,TBK0240,Pisang Pisang,Polyaltia lateriflora,Pohon Tua,icon/mature_tree.svg,Not Defined,82,30,Hutan Adat Imbo Bukik Kojan,-,-,-0.3013501,101.0312561,405.0456112,2,Belum,Belum,Belum,Ramlan,5/1/2021 0:00,200000,13310.12883,-,-,media/1.1067.jpg,media/2.1067.jpg,media/3.1067.jpg,media/4.1067.jpg,adopsipohonriau/1067
1068,TBK0241,Kasai,Pometia pinnata,Pohon Tua,icon/mature_tree.svg,Least Concern,108,20,Hutan Adat Imbo Bukik Kojan,-,-,-0.3014368,101.0311579,405.0188568,2,Belum,Belum,Belum,Firga,5/1/2021 0:00,200000,19937.28869,-,-,media/1.1068.jpg,media/2.1068.jpg,media/3.1068.jpg,media/4.1068.jpg,adopsipohonriau/1068
1069,TBK0242,Kasai,Pometia pinnata,Pohon Tua,icon/mature_tree.svg,Least Concern,95,20,Hutan Adat Imbo Bukik Kojan,-,-,-0.3015432,101.031271,405.0109083,2,Belum,Belum,Belum,Ramlan,5/1/2021 0:00,200000,15521.70425,-,-,media/1.1069.jpg,media/2.1069.jpg,media/3.1069.jpg,media/4.1069.jpg,adopsipohonriau/1069
1070,TBK0243,Kasai,Pometia pinnata,Pohon Tua,icon/mature_tree.svg,Least Concern,60,20,Hutan Adat Imbo Bukik Kojan,-,-,-0.3015288,101.0310793,405.2282765,2,Belum,Belum,Belum,Ramlan,5/1/2021 0:00,200000,6329.569421,-,-,media/1.1070.jpg,media/2.1070.jpg,media/3.1070.jpg,media/4.1070.jpg,adopsipohonriau/1070
1071,TBK0244,Modang Kaladi,Litsea sp.,Pohon Tua,icon/mature_tree.svg,Not Defined,66,25,Hutan Adat Imbo Bukik Kojan,-,-,-0.3015892,101.0309856,404.1670991,2,Belum,Belum,Belum,Naser,5/1/2021 0:00,200000,6517.699318,-,-,media/1.1071.jpg,media/2.1071.jpg,media/3.1071.jpg,media/4.1071.jpg,adopsipohonriau/1071
1072,TBK0245,Kubuang,-,Pohon Tua,icon/mature_tree.svg,Not Defined,66,20,Hutan Adat Imbo Bukik Kojan,-,-,-0.3018147,101.0310808,404.4384355,2,Belum,Belum,Belum,Naser,5/1/2021 0:00,200000,8160.137046,-,-,media/1.1072.jpg,media/2.1072.jpg,media/3.1072.jpg,media/4.1072.jpg,adopsipohonriau/1072
1073,TBK0246,Meranti Gombuang,Shorea leprosula,Pohon Tua,icon/mature_tree.svg,Near Threatened,60,15,Hutan Adat Imbo Bukik Kojan,-,-,-0.3018358,101.0313329,403.6183398,2,Belum,Belum,Belum,Ramlan,5/1/2021 0:00,200000,2979.450817,-,-,media/1.1073.jpg,media/2.1073.jpg,media/3.1073.jpg,media/4.1073.jpg,adopsipohonriau/1073
1074,TBK0247,Toghok,Artocarpus elasticus,Pohon Tua,icon/mature_tree.svg,Least Concern,63,20,Hutan Adat Imbo Bukik Kojan,-,-,-0.3016583,101.0308766,404.3562997,2,Belum,Belum,Belum,Ramlan,5/1/2021 0:00,200000,4374.297367,-,-,media/1.1074.jpg,media/2.1074.jpg,media/3.1074.jpg,media/4.1074.jpg,adopsipohonriau/1074
1075,TBK0248,Kanidai,Bridelia sp.,Pohon Tua,icon/mature_tree.svg,Not Defined,60,15,Hutan Adat Imbo Bukik Kojan,-,-,-0.3018402,101.0310734,404.4608529,2,Belum,Belum,Belum,Ramlan,5/1/2021 0:00,200000,3668.444924,-,-,media/1.1075.jpg,media/2.1075.jpg,media/3.1075.jpg,media/4.1075.jpg,adopsipohonriau/1075
1076,TBK0249,Pulai,Alstonia scholaris,Pohon Tua,icon/mature_tree.svg,Least Concern,140,50,Hutan Adat Imbo Bukik Kojan,-,-,-0.301845,101.0310811,404.3139349,2,Belum,Belum,Belum,Firga,44317,200000,42420.8213,-,-,media/1.1076.jpg,media/2.1076.jpg,media/3.1076.jpg,media/4.1076.jpg,adopsipohonriau/1076
1077,TBK0250,Pulai,Alstonia scholaris,Pohon Tua,icon/mature_tree.svg,Least Concern,194,55,Hutan Adat Imbo Bukik Kojan,-,-,-0.3015234,101.0312598,369.6592683,2,Belum,Belum,Belum,Ramlan,44317,200000,88008.65511,-,-,media/1.1077.jpg,media/2.1077.jpg,media/3.1077.jpg,media/4.1077.jpg,adopsipohonriau/1077
